Run,age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue,Source_File,condition,genotype/variation,strain/background,AssemblyName,intentional_duplicate (run),dangling_references (run),BioSampleModel,dev_stage,Ecotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Library Name,cell_type,Development_stage,ecotype_background,genotype/varaition,genotype,treatment,Developmental_Stage,Experiment.1,strain,number_of_nuclei,plate/batch,days_after_pollination,fans_peak,female_parent,male_parent,ecotype/background,use_for_atlas,ID,Sample name,Accession,Public description,Project accession,Sample title,Cultivar,Biomaterial provider,Tissue,Age,Age unit,Dev stage,Cell line,Cell type,Collected by,Collection date,Culture collection,Disease,Disease stage,Genotype,Growth protocol,Height length,Isolation source,Latitude longitude,Phenotype,Population,Type,Sex,Specimen voucher,Temperature,Treatment,Study_Title
SRR12743448,,RNA-Seq,124.0,775899744.0,PRJNA666436,SAMN16293297,326360601.0,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9215959,GSM4809923,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-02T00:00:00Z,2020-09-29T16:25:00Z,1.0,GSM4809923,root tissue,SRP285817,root tissue,SraRunTable (6).csv,,,,,,,,,Col-0,,,,,,,,,,,,00 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12743449,,RNA-Seq,124.0,767321672.0,PRJNA666436,SAMN16293297,324208373.0,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9215959,GSM4809923,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-02T00:00:00Z,2020-09-29T16:25:00Z,1.0,GSM4809923,root tissue,SRP285817,root tissue,SraRunTable (6).csv,,,,,,,,,Col-0,,,,,,,,,,,,00 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12743450,,RNA-Seq,124.0,744843820.0,PRJNA666436,SAMN16293297,312969570.0,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9215959,GSM4809923,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-02T00:00:00Z,2020-09-29T16:25:00Z,1.0,GSM4809923,root tissue,SRP285817,root tissue,SraRunTable (6).csv,,,,,,,,,Col-0,,,,,,,,,,,,00 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12743447,,RNA-Seq,124.0,744622356.0,PRJNA666436,SAMN16293297,310008836.0,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX9215959,GSM4809923,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-02T00:00:00Z,2020-09-29T16:25:00Z,1.0,GSM4809923,root tissue,SRP285817,root tissue,SraRunTable (6).csv,,,,,,,,,Col-0,,,,,,,,,,,,00 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR11517412,,RNA-Seq,300.0,671472000.0,PRJNA497883,SAMN14567777,329181739.0,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX8089019,GSM4466787,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2020-04-23T00:00:00Z,2020-04-23T15:24:00Z,2.0,GSM4466787,Whole Root Protoplast Cell_control,SRP166333,whole root,SraRunTable (1).csv,,,,,,,,,Col-0,,,,,protoplast cells,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12743452,,RNA-Seq,124.0,645204364.0,PRJNA666436,SAMN16293296,269771265.0,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX9215960,GSM4809924,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-02T00:00:00Z,2020-09-29T16:25:00Z,1.0,GSM4809924,root tissue,SRP285817,root tissue,SraRunTable (6).csv,,,,,,,,,Col-0,,,,,,,,,,,,08 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12743456,,RNA-Seq,124.0,640528572.0,PRJNA666436,SAMN16293295,274983188.0,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX9215961,GSM4809925,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-02T00:00:00Z,2020-09-29T16:25:00Z,1.0,GSM4809925,root tissue,SRP285817,root tissue,SraRunTable (6).csv,,,,,,,,,Col-0,,,,,,,,,,,,20 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12743453,,RNA-Seq,124.0,639302460.0,PRJNA666436,SAMN16293296,268495914.0,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX9215960,GSM4809924,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-02T00:00:00Z,2020-09-29T16:25:00Z,1.0,GSM4809924,root tissue,SRP285817,root tissue,SraRunTable (6).csv,,,,,,,,,Col-0,,,,,,,,,,,,08 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12743455,,RNA-Seq,124.0,631322564.0,PRJNA666436,SAMN16293295,268630019.0,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX9215961,GSM4809925,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-02T00:00:00Z,2020-09-29T16:25:00Z,1.0,GSM4809925,root tissue,SRP285817,root tissue,SraRunTable (6).csv,,,,,,,,,Col-0,,,,,,,,,,,,20 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12743457,,RNA-Seq,124.0,631015292.0,PRJNA666436,SAMN16293295,273679614.0,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX9215961,GSM4809925,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-02T00:00:00Z,2020-09-29T16:25:00Z,1.0,GSM4809925,root tissue,SRP285817,root tissue,SraRunTable (6).csv,,,,,,,,,Col-0,,,,,,,,,,,,20 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12743454,,RNA-Seq,124.0,624246504.0,PRJNA666436,SAMN16293296,261018532.0,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9215960,GSM4809924,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-02T00:00:00Z,2020-09-29T16:25:00Z,1.0,GSM4809924,root tissue,SRP285817,root tissue,SraRunTable (6).csv,,,,,,,,,Col-0,,,,,,,,,,,,08 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12743460,,RNA-Seq,124.0,621195360.0,PRJNA666436,SAMN16293294,263252450.0,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9215962,GSM4809926,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-02T00:00:00Z,2020-09-29T16:25:00Z,1.0,GSM4809926,root tissue,SRP285817,root tissue,SraRunTable (6).csv,,,,,,,,,Col-0,,,,,,,,,,,,00 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12743451,,RNA-Seq,124.0,613143668.0,PRJNA666436,SAMN16293296,252805930.0,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX9215960,GSM4809924,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-02T00:00:00Z,2020-09-29T16:25:00Z,1.0,GSM4809924,root tissue,SRP285817,root tissue,SraRunTable (6).csv,,,,,,,,,Col-0,,,,,,,,,,,,08 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12743461,,RNA-Seq,124.0,611638804.0,PRJNA666436,SAMN16293294,260710649.0,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9215962,GSM4809926,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-02T00:00:00Z,2020-09-29T16:25:00Z,1.0,GSM4809926,root tissue,SRP285817,root tissue,SraRunTable (6).csv,,,,,,,,,Col-0,,,,,,,,,,,,00 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12743459,,RNA-Seq,124.0,600183312.0,PRJNA666436,SAMN16293294,251530573.0,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9215962,GSM4809926,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-02T00:00:00Z,2020-09-29T16:25:00Z,1.0,GSM4809926,root tissue,SRP285817,root tissue,SraRunTable (6).csv,,,,,,,,,Col-0,,,,,,,,,,,,00 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12743458,,RNA-Seq,124.0,594494192.0,PRJNA666436,SAMN16293295,256546379.0,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9215961,GSM4809925,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-02T00:00:00Z,2020-09-29T16:24:00Z,1.0,GSM4809925,root tissue,SRP285817,root tissue,SraRunTable (6).csv,,,,,,,,,Col-0,,,,,,,,,,,,20 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12743462,,RNA-Seq,124.0,588621552.0,PRJNA666436,SAMN16293294,249709517.0,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9215962,GSM4809926,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-02T00:00:00Z,2020-09-29T16:25:00Z,1.0,GSM4809926,root tissue,SRP285817,root tissue,SraRunTable (6).csv,,,,,,,,,Col-0,,,,,,,,,,,,00 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12743472,,RNA-Seq,124.0,506864756.0,PRJNA666436,SAMN16293290,214504579.0,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX9215965,GSM4809929,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-02T00:00:00Z,2020-09-29T16:25:00Z,1.0,GSM4809929,root tissue,SRP285817,root tissue,SraRunTable (6).csv,,,,,,,,,,,,,,,,,,,,,20 hour,iaa14 mutant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12743473,,RNA-Seq,124.0,502887084.0,PRJNA666436,SAMN16293290,213406005.0,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9215965,GSM4809929,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-02T00:00:00Z,2020-09-29T16:25:00Z,1.0,GSM4809929,root tissue,SRP285817,root tissue,SraRunTable (6).csv,,,,,,,,,,,,,,,,,,,,,20 hour,iaa14 mutant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12743471,,RNA-Seq,124.0,491585228.0,PRJNA666436,SAMN16293290,205061788.0,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX9215965,GSM4809929,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-02T00:00:00Z,2020-09-29T16:25:00Z,1.0,GSM4809929,root tissue,SRP285817,root tissue,SraRunTable (6).csv,,,,,,,,,,,,,,,,,,,,,20 hour,iaa14 mutant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12743474,,RNA-Seq,124.0,488013780.0,PRJNA666436,SAMN16293290,206814696.0,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX9215965,GSM4809929,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-02T00:00:00Z,2020-09-29T16:25:00Z,1.0,GSM4809929,root tissue,SRP285817,root tissue,SraRunTable (6).csv,,,,,,,,,,,,,,,,,,,,,20 hour,iaa14 mutant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12743468,,RNA-Seq,124.0,453478292.0,PRJNA666436,SAMN16293291,192904463.0,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9215964,GSM4809928,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-02T00:00:00Z,2020-09-29T16:25:00Z,1.0,GSM4809928,root tissue,SRP285817,root tissue,SraRunTable (6).csv,,,,,,,,,Col-0,,,,,,,,,,,,20 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12743469,,RNA-Seq,124.0,453455848.0,PRJNA666436,SAMN16293291,194348505.0,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9215964,GSM4809928,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-02T00:00:00Z,2020-09-29T16:25:00Z,1.0,GSM4809928,root tissue,SRP285817,root tissue,SraRunTable (6).csv,,,,,,,,,Col-0,,,,,,,,,,,,20 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12743467,,RNA-Seq,124.0,443900904.0,PRJNA666436,SAMN16293291,186888104.0,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9215964,GSM4809928,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-02T00:00:00Z,2020-09-29T16:24:00Z,1.0,GSM4809928,root tissue,SRP285817,root tissue,SraRunTable (6).csv,,,,,,,,,Col-0,,,,,,,,,,,,20 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12743470,,RNA-Seq,124.0,431774820.0,PRJNA666436,SAMN16293291,185007354.0,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX9215964,GSM4809928,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-01-02T00:00:00Z,2020-09-29T16:24:00Z,1.0,GSM4809928,root tissue,SRP285817,root tissue,SraRunTable (6).csv,,,,,,,,,Col-0,,,,,,,,,,,,20 hour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547684,,RNA-Seq,40.0,193617280.0,PRJNA660263,SAMN15942626,119320485.0,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX9036457,GSM4755009,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:15:00Z,1.0,GSM4755009,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547582,,RNA-Seq,76.0,188645528.0,PRJNA660263,SAMN15942757,76493896.0,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9036371,GSM4756571,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:45:00Z,1.0,GSM4756571,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,22.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547467,,RNA-Seq,76.0,170005084.0,PRJNA660263,SAMN15942873,68649265.0,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX9036968,GSM4756456,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:15:00Z,1.0,GSM4756456,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,20.0,4.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548730,,RNA-Seq,76.0,167625828.0,PRJNA660263,SAMN15943921,72883073.0,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX9037942,GSM4756055,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:25:00Z,1.0,GSM4756055,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,16.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547400,,RNA-Seq,76.0,154456472.0,PRJNA660263,SAMN15942923,62603084.0,GEO,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX9036365,GSM4756389,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:14:00Z,1.0,GSM4756389,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,20.0,4.0,3C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547286,,RNA-Seq,76.0,153946968.0,PRJNA660263,SAMN15943055,67011025.0,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX9036739,GSM4756275,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:14:00Z,1.0,GSM4756275,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,18.0,4.0,6C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548470,,RNA-Seq,76.0,149712400.0,PRJNA660263,SAMN15943673,61724717.0,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX9037290,GSM4755795,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:22:00Z,1.0,GSM4755795,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,4.0,6C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547649,,RNA-Seq,76.0,148920632.0,PRJNA660263,SAMN15944020,60278318.0,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX9036974,GSM4756638,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:15:00Z,1.0,GSM4756638,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,22.0,4.0,6C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548047,,RNA-Seq,43.0,146349060.0,PRJNA660263,SAMN15943316,147606047.0,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9036780,GSM4755372,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T01:16:00Z,1.0,GSM4755372,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,4.0,3C,Col,Ler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547463,,RNA-Seq,76.0,142803012.0,PRJNA660263,SAMN15942924,57840300.0,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX9036964,GSM4756452,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:14:00Z,1.0,GSM4756452,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,20.0,4.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548084,,RNA-Seq,44.0,142535160.0,PRJNA660263,SAMN15943390,138613809.0,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX9037081,GSM4755409,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-09-07T01:12:00Z,1.0,GSM4755409,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,4.0,6C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547665,,RNA-Seq,76.0,142000376.0,PRJNA660263,SAMN15944041,57391739.0,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX9037126,GSM4756654,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:15:00Z,1.0,GSM4756654,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,22.0,4.0,6C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548282,,RNA-Seq,76.0,139011068.0,PRJNA660263,SAMN15943266,57448021.0,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX9037222,GSM4755607,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:21:00Z,1.0,GSM4755607,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,4.0,6C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548476,,RNA-Seq,76.0,137890524.0,PRJNA660263,SAMN15943665,57127874.0,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX9037296,GSM4755801,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:25:00Z,1.0,GSM4755801,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,4.0,6C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12548748,,RNA-Seq,76.0,135080652.0,PRJNA660263,SAMN15942692,58745400.0,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX9036425,GSM4756073,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:23:00Z,1.0,GSM4756073,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,16.0,4.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547097,,RNA-Seq,76.0,134652468.0,PRJNA660263,SAMN15942717,58468005.0,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX9036582,GSM4756086,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:13:00Z,1.0,GSM4756086,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,16.0,4.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547470,,RNA-Seq,76.0,130885984.0,PRJNA660263,SAMN15942870,53047195.0,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX9037043,GSM4756459,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:45:00Z,1.0,GSM4756459,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,20.0,4.0,6C,Col,Cvi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12547241,,RNA-Seq,76.0,130818192.0,PRJNA660263,SAMN15943144,57414007.0,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX9037877,GSM4756230,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Arabidopsis thaliana,ILLUMINA,2021-04-07T00:00:00Z,2020-08-30T19:14:00Z,1.0,GSM4756230,seed nuclei,SRP279357,,SraRunTable (7).csv,,,,,,,,,,,,,,,,,,,,,,,1.0,18.0,4.0,3C,Cvi,Col,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
